product_position,promotion,seasonal,sales_volume,name,price,terms,section,season,material,origin,price_range,revenue
Aisle,No,Yes,738,Stretch Basic 100% Wool Sweater Sand,69.99,T-shirts,Man,Autumn,Wool,China,High,51652.619999999995
End-cap,No,No,1017,Ribbed Mixed Collar Waxed Jacket Grey,28.99,Jackets,Woman,Winter,Acrylic,Bangladesh,Medium,29482.829999999998
End-cap,No,No,657,Ribbed Zippered Jacket Ecru,99.99,Jackets,Woman,Spring,Linen,China,Premium,65693.43
Aisle,Yes,Yes,1290,Double-Breasted Oversized Bomber Jacket Sky Blue,33.0,T-shirts,Woman,Spring,Cotton,Turkey,Medium,42570.0
Aisle,No,Yes,753,Regular Overshirt With Contrasting Topstitching Brown,59.95,T-shirts,Woman,Autumn,Wool Blend,Bangladesh,High,45142.35
Front of Store,No,Yes,874,High-Waist Foil Knit Crop Sweater Khaki,39.95,Sweaters,Woman,Autumn,Wool Blend,Turkey,Medium,34916.3
Aisle,Yes,Yes,1315,Tassel Leather Loafers Navy,43.99,Jackets,Woman,Autumn,Viscose,China,Medium,57846.850000000006
Aisle,No,No,902,Quilted Fleece Bomber Jacket Brown,42.99,Jackets,Woman,Winter,Wool Blend,Morocco,Medium,38776.98
Aisle,No,No,1050,Utility Pocket Puffer Jacket Burgundy,16.0,T-shirts,Woman,Winter,Wool,China,Low,16800.0
End-cap,No,No,825,Abstract Print Knit T-Shirt Ivory,39.95,Jackets,Woman,Spring,Cotton,India,Medium,32958.75
Aisle,No,No,991,Fleece Bomber Jacket,21.99,T-shirts,Woman,Winter,Viscose,Brazil,Low,21792.09
Aisle,Yes,No,1576,Satin 100% Feather Fill Puffer Jacket Olive,35.95,Jackets,Woman,Winter,Wool,China,Medium,56657.200000000004
Front of Store,No,No,754,Wool Blend Felt Texture Jacket Sand,69.95,Jackets,Man,Autumn,Wool,Turkey,High,52742.3
End-cap,Yes,No,1733,Embroidered Mock Neck Wool And Silk Blend Knit Top Sand,14.99,Jackets,Woman,Winter,Wool,Turkey,Low,25977.670000000002
Aisle,Yes,Yes,1423,Utility Plaid Tie Dye Overshirt Black,40.95,Jackets,Woman,Spring,Linen,Bangladesh,Medium,58271.850000000006
End-cap,No,Yes,834,Oversized Wool Blend Textured Jacket,74.95,Sweaters,Man,Winter,Wool Blend,Portugal,High,62508.3
End-cap,Yes,No,1754,Quilted Suede Fisherman Sandals Olive,14.99,Sweaters,Woman,Summer,Polyester,Bangladesh,Low,26292.46
Aisle,Yes,Yes,1225,Satin Washed Technical Jacket Stone,36.99,Jeans,Man,Autumn,Wool Blend,Vietnam,Medium,45312.75
End-cap,Yes,No,1380,Cropped Hooded Denim Jacket Black,25.0,Jackets,Woman,Autumn,Denim,Cambodia,Low,34500.0
Front of Store,Yes,Yes,1300,Basic Puffer Jacket,45.99,Jackets,Man,Winter,Wool,Vietnam,Medium,59787.0
Front of Store,No,No,856,Textured Printed Cropped Fit Shirt Limited Edition Stone,15.99,Jackets,Woman,Autumn,Polyester,Vietnam,Low,13687.44
Front of Store,Yes,No,1560,Belted Wool Blend Jacket,23.99,Shoes,Woman,Autumn,Acrylic,China,Low,37424.399999999994
Aisle,Yes,No,1432,Textured Pocket Puffer Jacket,26.99,Jackets,Woman,Autumn,Acrylic,Vietnam,Medium,38649.68
Aisle,No,Yes,1033,Utility Cable Knit Metallic Sweater Sky Blue,15.95,Jackets,Woman,Autumn,Wool Blend,Vietnam,Low,16476.35
Aisle,Yes,No,1197,Abstract Print T-Shirt Burgundy,86.99,T-shirts,Woman,Spring,Linen,Bangladesh,Premium,104127.03
Aisle,Yes,Yes,1349,Quilted V-Neck Knit Sweater Khaki,65.99,Jackets,Woman,Autumn,Acrylic,Bangladesh,High,89020.51
Aisle,No,No,772,Satin Structured Twill Overshirt Brown,79.99,Shoes,Woman,Autumn,Acrylic,China,Premium,61752.28
End-cap,Yes,Yes,1289,Knit Knit Sweater With Pearls Ecru,17.95,Jackets,Man,Autumn,Acrylic,Spain,Low,23137.55
Aisle,Yes,No,1689,Tailored Structured Text T-Shirt Olive,22.95,Jackets,Woman,Summer,Cotton,Morocco,Low,38762.549999999996
Aisle,Yes,No,1422,Knit Multipiece Sneakers Navy,23.95,T-shirts,Man,Winter,Wool Blend,Bangladesh,Low,34056.9
Front of Store,Yes,No,1464,Basic 100% Wool Sweater Brown,24.95,T-shirts,Woman,Spring,Wool,Portugal,Low,36526.799999999996
Aisle,Yes,No,1521,Tailored Bomber Jacket Ecru,34.99,Jackets,Man,Winter,Wool,China,Medium,53219.79
End-cap,No,No,873,Belted Colorblock Knit Crop Sweater Taupe,29.99,Jackets,Woman,Autumn,Acrylic,Portugal,Medium,26181.27
End-cap,Yes,Yes,1468,Stretch Basic Slim Fit T-Shirt Black,16.99,Shoes,Man,Summer,Linen,Portugal,Low,24941.319999999996
End-cap,Yes,No,1255,Ribbed Reversible Plaid Overshirt Charcoal,35.95,Jackets,Woman,Autumn,Polyester,Morocco,Medium,45117.25
End-cap,No,No,860,Color Block Puffer Jacket Sky Blue,39.99,Jackets,Woman,Autumn,Wool,Portugal,Medium,34391.4
Aisle,Yes,No,1531,Structured Cropped Leather Jacket Stone,23.99,Jackets,Woman,Spring,Viscose,India,Low,36728.689999999995
Aisle,No,Yes,820,Oversized Technical Overshirt Taupe,19.99,Jackets,Man,Spring,Cotton,Brazil,Low,16391.8
Aisle,Yes,Yes,1260,Quilted Textured Pocket Jacket White,19.99,Jackets,Woman,Autumn,Polyester,Vietnam,Low,25187.399999999998
Aisle,Yes,Yes,1588,Ribbed Zippered Jacket Grey,13.99,Jackets,Woman,Spring,Linen Blend,Bangladesh,Low,22216.12
Aisle,No,No,864,Pleated Utility Pocket Jacket Beige,19.99,Sweaters,Woman,Autumn,Polyester,China,Low,17271.359999999997
Aisle,No,No,1097,Structured Striped Jacquard T-Shirt Khaki,17.99,Jackets,Woman,Summer,Cotton,Bangladesh,Low,19735.03
End-cap,No,No,893,Knit Multicolor Sneakers Olive,39.99,Jackets,Woman,Autumn,Wool,India,Medium,35711.07
Front of Store,Yes,No,1507,Contrast Jacquard Jacket Taupe #3,52.99,Jackets,Woman,Spring,Viscose,Vietnam,High,79855.93000000001
Aisle,No,Yes,948,Belted Braided Color Block Sweater Khaki,74.99,T-shirts,Woman,Winter,Wool,India,High,71090.51999999999
Front of Store,Yes,Yes,1380,Belted 100% Linen Overshirt Sky Blue,59.0,Sweaters,Man,Summer,Linen,Turkey,High,81420.0
End-cap,No,No,873,Plaid Tie Dye Overshirt Khaki,89.0,Jackets,Woman,Winter,Cotton,China,Premium,77697.0
Aisle,Yes,No,1350,Knit Wool Blend Knit Sweater Grey,39.99,Shoes,Man,Autumn,Wool,Turkey,Medium,53986.5
Front of Store,No,Yes,758,Embroidered Padded Denim Jacket Sand,79.95,Jackets,Man,Autumn,Denim,Morocco,Premium,60602.1
Aisle,No,No,970,Slim Suede High-Tops Taupe,29.0,Jackets,Man,Winter,Wool,Portugal,Medium,28130.0
Aisle,No,Yes,1135,Tailored Ribbed Knit T-Shirt Navy,16.99,Jackets,Man,Summer,Linen,India,Low,19283.649999999998
Aisle,Yes,Yes,1679,Linen Chunky Sole Canvas Lace-Up Boots Ivory,22.95,Jackets,Woman,Summer,Linen,China,Low,38533.049999999996
Aisle,Yes,Yes,1630,Cropped Pocket Denim Jacket,32.99,Jackets,Woman,Winter,Wool Blend,Bangladesh,Medium,53773.700000000004
Aisle,No,No,800,Mock Neck Wool And Silk Blend Knit Top White,49.99,T-shirts,Woman,Autumn,Wool,China,Medium,39992.0
Aisle,No,Yes,933,Oversized Retro High Top Sneakers Khaki,44.99,T-shirts,Man,Winter,Cotton,Turkey,Medium,41975.67
End-cap,No,Yes,978,Cropped Striped Jacquard T-Shirt Olive,32.99,Jackets,Woman,Summer,Cotton,India,Medium,32264.22
End-cap,No,No,1004,Linen Lightweight Bomber Jacket Grey,25.99,Jackets,Woman,Spring,Linen,India,Medium,26093.96
End-cap,No,No,768,Stretch Faux Shearling Lined Suede Boots Navy,19.95,Jackets,Man,Autumn,Cotton,Morocco,Low,15321.599999999999
Aisle,No,No,904,Oversized Cashmere Blend Knit Sweater Stone,28.99,Sweaters,Woman,Winter,Wool Blend,China,Medium,26206.96
End-cap,No,No,908,Cropped Textured Weave Overshirt Sky Blue,19.95,T-shirts,Woman,Autumn,Cotton,China,Low,18114.6
Aisle,No,Yes,745,Satin Knit V-Neck Sweater Black,29.99,Jackets,Man,Autumn,Wool,Morocco,Medium,22342.55
Aisle,Yes,Yes,1452,Slim Fleece Overshirt Stone,45.99,T-shirts,Woman,Winter,Cotton,Bangladesh,Medium,66777.48
End-cap,Yes,No,1435,Slim Contrasting Patches Bomber Jacket,14.95,Jackets,Woman,Spring,Linen Blend,China,Low,21453.25
Front of Store,No,No,1032,Structured Text T-Shirt Stone,25.95,Sweaters,Woman,Summer,Linen,Turkey,Medium,26780.399999999998
End-cap,No,Yes,814,Pleated Cashmere Blend Knit Sweater,35.99,Shoes,Woman,Autumn,Wool Blend,China,Medium,29295.86
Front of Store,No,No,951,Pleated Wide Fit Jeans Taupe,19.99,Shoes,Woman,Autumn,Denim,Morocco,Low,19010.489999999998
Front of Store,No,Yes,831,High-Waist Rib Collar Jacket Beige,49.95,Jackets,Woman,Spring,Polyester,Bangladesh,Medium,41508.450000000004
End-cap,Yes,Yes,1419,Linen Vintage Effect Leather Bomber Jacket Taupe,40.99,Sweaters,Woman,Spring,Linen,Morocco,Medium,58164.810000000005
End-cap,Yes,Yes,1321,Double-Breasted Textured Pocket Jacket Khaki,88.95,Jackets,Woman,Autumn,Polyester,Turkey,Premium,117502.95
Aisle,No,No,761,Contrasting Collar Jacket Stone,39.99,Sweaters,Man,Spring,Cotton,Turkey,Medium,30432.390000000003
Front of Store,No,No,831,Belted Basic Heavyweight T-Shirt Ecru,19.95,Sweaters,Man,Spring,Cotton,Morocco,Low,16578.45
Aisle,No,No,778,Structured Multi-Pieced Retro Sneakers Burgundy,49.99,Jackets,Man,Autumn,Viscose,Cambodia,Medium,38892.22
End-cap,Yes,Yes,1268,Ribbed Cotton Blend Bomber Jacket Taupe,23.95,Sweaters,Man,Autumn,Viscose,Bangladesh,Low,30368.6
End-cap,No,Yes,979,Oversized Contrasting Patches Bomber Jacket White,19.99,Jackets,Woman,Autumn,Wool Blend,Bangladesh,Low,19570.21
End-cap,Yes,Yes,1488,Ribbed Contrast Interior Sweater Charcoal,36.95,T-shirts,Woman,Winter,Polyester,Spain,Medium,54981.600000000006
Aisle,No,Yes,1159,Satin High Collar Knit Sweater White,21.99,T-shirts,Woman,Winter,Wool Blend,Portugal,Low,25486.41
Front of Store,Yes,No,1268,High-Waist Contrasting Patches Hooded Jacket Stone,32.95,Shoes,Man,Spring,Cotton,Vietnam,Medium,41780.600000000006
Aisle,No,No,899,Double-Breasted Chunky Sole High Top Sneakers,25.99,Jackets,Woman,Autumn,Polyester,China,Medium,23365.01
Front of Store,Yes,Yes,1365,Quilted Vintage Effect Leather Bomber Jacket Stone,21.99,Jackets,Woman,Spring,Polyester,Morocco,Low,30016.35
End-cap,No,No,926,Double-Breasted Vintage Effect Leather Bomber Jacket Stone,19.99,Shoes,Woman,Autumn,Wool Blend,Bangladesh,Low,18510.739999999998
Front of Store,No,Yes,1006,Knit Suede Running Sneakers Olive,39.99,T-shirts,Woman,Spring,Cotton,Bangladesh,Medium,40229.94
Front of Store,Yes,Yes,1241,Cropped Houndstooth Suit Jacket Beige,53.99,Jackets,Woman,Spring,Viscose,Morocco,High,67001.59
Front of Store,No,No,1108,Linen Faux Suede Overshirt Charcoal,21.95,Jackets,Woman,Summer,Linen,Bangladesh,Low,24320.6
End-cap,Yes,Yes,1575,Pleated Wool And Cashmere Blend Rib Sweater,23.99,Jackets,Woman,Autumn,Wool,Spain,Low,37784.25
Aisle,No,No,799,Structured Bouclé Textured Jacket Stone,35.99,Jackets,Woman,Autumn,Wool,China,Medium,28756.010000000002
Aisle,Yes,Yes,1510,Retro Running Sneakers Grey,26.0,Jackets,Woman,Autumn,Wool,Morocco,Medium,39260.0
End-cap,Yes,Yes,1330,Relaxed Hooded Quilted Jacket Brown,41.95,T-shirts,Woman,Spring,Linen,Morocco,Medium,55793.50000000001
Front of Store,No,No,880,Embroidered Utility Pocket Jacket White,55.99,Sweaters,Man,Winter,Wool Blend,Vietnam,High,49271.200000000004
Front of Store,No,No,866,Cropped Jewel Knit Sweater Sky Blue,49.99,Jackets,Woman,Autumn,Wool,Vietnam,Medium,43291.340000000004
End-cap,No,Yes,879,Belted Chunky Sneakers Stone,79.99,Jackets,Woman,Autumn,Polyester,Bangladesh,Premium,70311.20999999999
End-cap,No,No,734,Boxy Fit Denim Jacket Stone,39.95,Jackets,Man,Autumn,Cotton,Turkey,Medium,29323.300000000003
End-cap,No,No,1060,Stretch Soft Jewel Sweater Olive,31.95,Jackets,Man,Winter,Wool Blend,China,Medium,33867.0
Front of Store,No,Yes,770,Relaxed Retro Sneakers Black,59.99,Jackets,Woman,Autumn,Polyester,Bangladesh,High,46192.3
Front of Store,Yes,No,1176,Belted Zipper Multipiece Sneakers Beige,55.99,Shoes,Woman,Spring,Viscose,Morocco,High,65844.24
Aisle,No,No,762,Embroidered Cashmere Blend Knit Sweater Brown,69.95,Sweaters,Woman,Autumn,Wool Blend,China,High,53301.9
End-cap,Yes,No,1375,Satin Flared Fit Cargo Jeans Beige,28.95,Jackets,Woman,Spring,Cotton,China,Medium,39806.25
End-cap,No,Yes,856,Textured Striped Crop Knit Sweater Stone,53.99,Shoes,Man,Winter,Wool,Cambodia,High,46215.44
Aisle,No,No,1038,Embroidered Viscose Blend Knit T-Shirt Navy,64.99,Jackets,Woman,Summer,Cotton,Portugal,High,67459.62
Front of Store,No,No,922,Pleated Multipiece Sneakers Khaki,19.0,T-shirts,Woman,Autumn,Polyester,India,Low,17518.0
Aisle,No,No,905,Striped Knit Sweater Stone,29.99,Sweaters,Woman,Autumn,Wool Blend,Turkey,Medium,27140.949999999997
End-cap,No,No,669,Regular High Collar Knit Sweater Olive,39.0,Jackets,Man,Autumn,Wool Blend,Portugal,Medium,26091.0
End-cap,Yes,No,1576,High Collar Knit Sweater Charcoal,35.99,Jeans,Woman,Winter,Wool,Bangladesh,Medium,56720.240000000005
Aisle,Yes,Yes,1486,Oversized Wool Blend Knit Sweater,12.95,T-shirts,Woman,Autumn,Wool,Cambodia,Low,19243.7
Front of Store,Yes,No,1416,Structured Adherent Stripes Sneakers Burgundy,20.95,Jackets,Man,Autumn,Polyester,Spain,Low,29665.2
Front of Store,No,Yes,900,Satin Ribbed Knit T-Shirt Grey,21.95,Jeans,Woman,Summer,Linen,Turkey,Low,19755.0
End-cap,No,No,917,Slim Technical Jacket With Pockets Ivory,19.95,Jackets,Woman,Spring,Linen Blend,Portugal,Low,18294.149999999998
Front of Store,Yes,Yes,1476,Washed Technical Jacket,29.99,Jackets,Woman,Spring,Linen Blend,Bangladesh,Medium,44265.24
End-cap,No,Yes,1001,Stretch Suit Jacket Burgundy,21.95,T-shirts,Woman,Summer,Cotton,China,Low,21971.95
End-cap,Yes,Yes,1393,Belted Knit Sweater With Piping Black,30.99,Shoes,Man,Autumn,Wool Blend,Cambodia,Medium,43169.07
Aisle,No,Yes,847,Textured Fine Knit Sweater Khaki,43.99,Jackets,Man,Summer,Cotton,Bangladesh,Medium,37259.53
End-cap,No,Yes,915,Utility Textured Jacket Sky Blue,59.0,Jackets,Woman,Autumn,Viscose,Portugal,High,53985.0
Aisle,No,Yes,868,Quilted Double Strap Suede Sandals,25.95,Jackets,Woman,Spring,Wool Blend,Brazil,Medium,22524.6
Aisle,No,No,845,Structured Flared Fit Cargo Jeans,22.99,Jackets,Man,Autumn,Denim,India,Low,19426.55
Front of Store,Yes,Yes,1157,Textured Denim Bomber Jacket White,39.95,Jackets,Man,Autumn,Acrylic,Cambodia,Medium,46222.15
End-cap,Yes,Yes,1425,Structured Utility Pocket Jacket Olive,17.99,Jackets,Man,Autumn,Wool Blend,Bangladesh,Low,25635.749999999996
Aisle,Yes,Yes,1280,Pleated Cropped Bomber Jacket Limited Edition Navy,32.99,Jackets,Man,Spring,Cotton,Spain,Medium,42227.200000000004
Front of Store,No,Yes,908,Structured Contrasting Collar Jacket Taupe,64.95,Jackets,Woman,Winter,Wool,China,High,58974.600000000006
Front of Store,Yes,Yes,1226,Slim Jacquard Denim Jacket Navy,68.99,Sweaters,Woman,Spring,Denim,Vietnam,High,84581.73999999999
End-cap,No,No,799,Cropped Faux Suede Jacket Burgundy,29.95,Jackets,Man,Autumn,Polyester,Bangladesh,Medium,23930.05
End-cap,No,No,756,Tailored Faux Leather Bomber Jacket Olive,45.99,Sweaters,Man,Autumn,Wool Blend,India,Medium,34768.44
End-cap,No,No,921,Textured Knit Pearl Sweater Burgundy,25.0,Jackets,Woman,Autumn,Wool Blend,Bangladesh,Low,23025.0
Front of Store,No,No,882,Zippered Jacket Beige,21.99,Jackets,Man,Summer,Wool Blend,Morocco,Low,19395.18
Aisle,Yes,No,1454,Regular Contrast Jacquard Jacket Sky Blue,16.95,Sweaters,Woman,Autumn,Polyester,Cambodia,Low,24645.3
Front of Store,No,Yes,868,Cropped Baggy Belted Jeans Beige,19.95,Shoes,Woman,Autumn,Denim,China,Low,17316.6
Front of Store,No,Yes,835,Oversized Knit Sweater With Buttons Beige,88.0,Jackets,Woman,Winter,Wool Blend,India,Premium,73480.0
End-cap,No,Yes,1079,Heart Print T-Shirt Sand,25.0,Jackets,Man,Summer,Linen,Turkey,Low,26975.0
End-cap,Yes,Yes,1523,Rib Collar Jacket Burgundy,32.99,Jackets,Woman,Autumn,Wool,China,Medium,50243.770000000004
Aisle,No,No,877,Ribbed Denim Bomber Jacket,53.95,Shoes,Man,Summer,Denim,Morocco,High,47314.15
Aisle,Yes,Yes,1112,Belted Contrast Topstitching Crop Knit Sweater Navy,69.99,Jackets,Man,Autumn,Wool Blend,Vietnam,High,77828.87999999999
Aisle,Yes,Yes,1330,Regular Faux Leather Boxy Fit Jacket Sand,65.95,Shoes,Woman,Autumn,Cotton,Brazil,High,87713.5
End-cap,No,Yes,725,Slim Technical Overshirt Taupe,69.99,T-shirts,Woman,Autumn,Wool Blend,Pakistan,High,50742.74999999999
Front of Store,Yes,Yes,1354,Cropped Strap Sandals White,25.99,Jackets,Woman,Spring,Linen Blend,China,Medium,35190.46
Front of Store,Yes,No,1278,High-Waist 100% Feather Fill Puffer Jacket Taupe,33.99,Jackets,Man,Autumn,Wool,Spain,Medium,43439.22
End-cap,Yes,No,1245,Embroidered Leather Biker Jacket,67.99,Jackets,Man,Autumn,Wool,Vietnam,High,84647.54999999999
End-cap,No,Yes,793,Ribbed Lightweight Puffer Jacket Brown,89.95,Jackets,Woman,Autumn,Polyester,Turkey,Premium,71330.35
Aisle,Yes,Yes,1912,Oversized Knit Sweater With Buttons Burgundy,18.95,T-shirts,Woman,Winter,Wool Blend,Bangladesh,Low,36232.4
Front of Store,Yes,No,1389,Linen Oversized Bomber Jacket White,57.95,Sweaters,Woman,Summer,Linen Blend,Portugal,High,80492.55
Aisle,Yes,No,1246,Oversized Heart Print T-Shirt Olive,106.99,T-shirts,Woman,Summer,Linen,Portugal,Premium,133309.54
Aisle,Yes,Yes,1469,Embroidered Striped Jacquard T-Shirt Grey,26.95,Jackets,Man,Summer,Cotton,Portugal,Medium,39589.549999999996
Aisle,No,No,906,Linen Striped Jacquard T-Shirt Burgundy,42.0,Sweaters,Woman,Summer,Linen,India,Medium,38052.0
Aisle,Yes,No,1275,Double-Breasted Basic Slim Fit T-Shirt Sky Blue,47.95,Jackets,Man,Spring,Linen,Bangladesh,Medium,61136.25
Front of Store,No,No,960,High-Waist Suit Jacket Sand #3,24.99,T-shirts,Woman,Winter,Wool Blend,Morocco,Low,23990.399999999998
End-cap,No,No,984,Striped Jacquard T-Shirt Beige,25.99,Jackets,Woman,Summer,Linen,Bangladesh,Medium,25574.16
Aisle,No,No,1129,Tailored Faux Fur Jewel Sweater Grey,24.99,Jackets,Woman,Winter,Wool,Bangladesh,Low,28213.71
Aisle,No,Yes,898,Linen Cotton Blend Bomber Jacket Charcoal,15.95,Jackets,Woman,Spring,Linen,China,Low,14323.099999999999
Front of Store,No,No,816,Utility Faux Suede Bomber Jacket Brown,59.0,Jackets,Woman,Autumn,Viscose,China,High,48144.0
Front of Store,Yes,Yes,1480,Cropped Straight Suit Jacket Beige,25.99,Jackets,Man,Winter,Wool Blend,Turkey,Medium,38465.2
Aisle,No,No,953,Double-Breasted Bomber Jacket Brown,39.95,Jackets,Woman,Winter,Wool Blend,Pakistan,Medium,38072.350000000006
End-cap,No,Yes,710,Technical Jacket With Pockets Brown,59.99,Jackets,Woman,Spring,Polyester,China,High,42592.9
Aisle,Yes,Yes,1053,Regular Cotton Jacket Navy,84.99,Jeans,Man,Spring,Cotton,Vietnam,Premium,89494.47
Front of Store,No,Yes,954,Knit Basic Knit Sweater Khaki,25.95,Jackets,Woman,Autumn,Polyester,Bangladesh,Medium,24756.3
End-cap,No,No,875,Ribbed Baggy Fit Jeans Limited Edition Taupe,49.95,Jackets,Woman,Autumn,Denim,Bangladesh,Medium,43706.25
Front of Store,No,Yes,940,Pleated Washed Technical Jacket Navy,43.0,Jackets,Woman,Winter,Cotton,Cambodia,Medium,40420.0
Aisle,Yes,Yes,1306,Belted Contrasting Patches Hooded Jacket Black,25.99,Jackets,Woman,Autumn,Wool,Brazil,Medium,33942.939999999995
Aisle,No,No,789,Slim Zippered Wool Blend Overshirt Taupe,25.99,Shoes,Man,Autumn,Polyester,Turkey,Medium,20506.11
End-cap,No,No,784,Utility Overshirt With Contrasting Topstitching Beige,45.99,T-shirts,Woman,Spring,Cotton,Brazil,Medium,36056.16
End-cap,No,No,957,Tailored Contrasting Patches Bomber Jacket,59.99,Sweaters,Woman,Autumn,Polyester,Turkey,High,57410.43
Aisle,Yes,Yes,1292,Knit Basic Heavyweight T-Shirt Burgundy,26.99,Sweaters,Man,Summer,Linen,China,Medium,34871.079999999994
Aisle,Yes,No,1465,Stretch Patch Bomber Jacket Sky Blue,58.99,Shoes,Man,Winter,Cotton,China,High,86420.35
End-cap,Yes,No,1415,Structured Suede Jacket White,24.99,Jackets,Man,Autumn,Wool,Bangladesh,Low,35360.85
End-cap,No,No,559,Double-Breasted Suede High-Tops Burgundy,119.99,Jackets,Man,Spring,Linen Blend,Bangladesh,Premium,67074.41
End-cap,Yes,Yes,1404,Utility Basic Slim Fit T-Shirt Stone,23.99,Shoes,Woman,Spring,Linen,China,Low,33681.96
Front of Store,No,No,1029,Cropped Herringbone Textured Jacket Olive,50.99,Jackets,Woman,Summer,Linen Blend,Morocco,High,52468.71
Front of Store,No,No,1000,Stretch Suede High-Tops,19.95,Jackets,Woman,Spring,Cotton,Argentina,Low,19950.0
End-cap,Yes,No,1652,Washed Effect Bomber Jacket Stone,26.95,Jackets,Woman,Autumn,Polyester,Cambodia,Medium,44521.4
Front of Store,No,No,887,Regular Technical Overshirt Beige,45.95,T-shirts,Woman,Spring,Linen,Spain,Medium,40757.65
Front of Store,No,Yes,909,Linen Wool Blend Suit Jacket Taupe,66.95,Jackets,Woman,Summer,Linen,Turkey,High,60857.55
Aisle,No,No,690,Structured Striped Knit Sweater Beige,45.95,Jackets,Man,Autumn,Wool,Spain,Medium,31705.500000000004
End-cap,No,Yes,777,Structured Washed Technical Jacket,65.0,Jackets,Man,Summer,Linen,Spain,High,50505.0
Front of Store,Yes,Yes,1531,Relaxed Cotton - Linen Blend Jacket White,46.95,Jackets,Woman,Summer,Cotton,Argentina,Medium,71880.45
Front of Store,No,Yes,931,Belted Padded Denim Jacket White,17.99,Jackets,Man,Winter,Cotton,Morocco,Low,16748.69
End-cap,No,No,1025,Tailored Gathered Waist Knit Sweater Olive,28.99,T-shirts,Man,Winter,Wool,Portugal,Medium,29714.75
Front of Store,Yes,Yes,1536,High-Waist Text T-Shirt White,44.95,Jackets,Woman,Summer,Cotton,China,Medium,69043.20000000001
Front of Store,Yes,Yes,1170,Embroidered Contrasting Patches Hooded Jacket Ecru,79.95,Jackets,Woman,Spring,Polyester,China,Premium,93541.5
End-cap,No,No,864,Knit Textured Jacket Sky Blue,15.99,Jackets,Man,Autumn,Wool,Morocco,Low,13815.36
Aisle,Yes,No,1517,Double-Breasted Chunky Sneakers,55.99,T-shirts,Woman,Winter,Polyester,Pakistan,High,84936.83
End-cap,Yes,Yes,1587,Stretch Lightweight Puffer Jacket Navy,71.95,Sweaters,Woman,Summer,Linen Blend,China,High,114184.65000000001
Aisle,Yes,Yes,1386,Textured Strap Sandals,17.95,Jackets,Man,Spring,Linen Blend,Pakistan,Low,24878.7
End-cap,Yes,Yes,1058,Quilted Chunky Sneakers Charcoal,60.99,Sweaters,Man,Autumn,Wool,India,High,64527.420000000006
Front of Store,No,Yes,862,Pleated Topstitch Sneakers Khaki,49.99,Sweaters,Woman,Spring,Linen Blend,China,Medium,43091.380000000005
Front of Store,No,No,886,Knit Faux Leather Boxy Fit Jacket Ivory,29.99,Jackets,Woman,Autumn,Wool,India,Medium,26571.14
Front of Store,Yes,Yes,1262,Regular Overshirt With Contrasting Topstitching,48.99,T-shirts,Man,Spring,Cotton,Vietnam,Medium,61825.380000000005
Aisle,Yes,Yes,1173,Regular Cropped Overshirt Taupe,57.99,Sweaters,Man,Spring,Cotton,Vietnam,High,68022.27
End-cap,No,No,870,Knit Paint Print Overshirt,49.99,Jackets,Woman,Spring,Linen,China,Medium,43491.3
Aisle,No,No,774,Belted 100% Wool Suit Jacket Khaki,38.0,Jackets,Man,Winter,Wool Blend,Bangladesh,Medium,29412.0
Front of Store,No,Yes,916,Belted Tassel Leather Loafers Charcoal,19.99,Jackets,Woman,Spring,Linen,Bangladesh,Low,18310.84
